,_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
307580,325723,3367660,23003561.0,24,2023-01-07T09:40:00,"4100 Block Rosalia PL Pittsburgh, PA 15207",Y,Greenfield,4,HARRASSMENT BY COMUN/ADDRESS,2709(a)(4) Harassment Communicates Prohibited Acts,1516.0,5.0,3.0,-79.94504173019165,40.42402950888924
307595,325738,3367745,23005888.0,10,2023-01-12T03:39:00,"700 Block Gallion AV Pittsburgh, PA 15226",Y,Brookline,6,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 9093 Indirect Criminal Contempt,1919.0,4.0,5.0,-80.0195671662902,40.396594122768335
307611,325754,3367789,23006007.0,10,2023-01-12T07:53:00,"5800 Block Forward AV Pittsburgh, PA 15217",Y,Squirrel Hill South,4,SIMPLE ASSAULT/INJURY,"2709(a) Harassment. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1414.0,5.0,3.0,-79.9234521282942,40.42975252835099
307621,325764,3367807,23006051.0,10,2023-01-12T11:11:00,"200 Block Federal ST Pittsburgh, PA 15212",Y,North Shore,1,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,2205.0,1.0,6.0,-80.00396354178193,40.448421310220375
307632,325775,3367868,23004197.0,10,2023-01-08T18:57:00,"3400 Block McClure AV PITTSBURGH, PA 15212",Y,Marshall-Shadeland,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2715.0,1.0,1.0,-80.03641486955365,40.47755029491611
307639,325782,3367876,23004231.0,10,2023-01-08T20:17:00,"600 Block Smithfield ST Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"9501 Bench Warrant / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201.0,6.0,6.0,-79.99740883167522,40.44153322225253
307640,325783,3367877,23004234.0,10,2023-01-08T20:12:00,"1200 Block Resaca PL Pittsburgh, PA 15212",Y,Central Northside,1,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2709(a) Harassment.,2206.0,1.0,1.0,-80.0116235769378,40.45519323095399
307642,325785,3367880,23004237.0,3,2023-01-08T20:51:00,"100 Block Smithfield ST Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY COMMERCIAL STRONGARM,3701 Robbery.,201.0,6.0,6.0,-80.00022445738368,40.43730385448993
307644,325787,3367883,23004241.0,10,2023-01-08T20:30:00,"3000 Block Arlington AV Pittsburgh, PA 15210",N,Arlington Heights,3,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1604.0,,,,
307651,325794,3367896,23004281.0,10,2023-01-08T23:07:00,"1100 Block Morrison ST Pittsburgh, PA 15212",Y,California-Kirkbride,1,TERRORISTIC THREATS,2701 Simple Assault. / 2706 Terroristic Threats.,2507.0,6.0,1.0,-80.0230750511605,40.4601094098164
307662,325805,3367911,23004323.0,4,2023-01-09T01:28:00,"1600 Block Lowrie ST Pittsburgh, PA 15212",N,Troy Hill,1,AGG ASSAULT/KNIFE/INJURY,2702 Aggravated Assault.,2406.0,1.0,1.0,-79.98356217732481,40.46275129537696
307670,325813,3367922,23004390.0,17,2023-01-09T05:05:00,Zone 2,N,,2,INDECENT ASSAULT,9999 Miscellaneous Report (No Crime),,,,,
307677,325820,3367933,23004428.0,10,2023-01-09T08:25:00,"2900 Block Sacramento AV Pittsburgh, PA 15204",Y,Sheraden,6,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2018.0,2.0,5.0,-80.04904492748547,40.456401869341775
307685,325828,3367943,23004438.0,10,2023-01-05T15:05:00,"2000 Block Wharton ST Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2709(a)(4) Harassment Communicates Prohibited Acts",1702.0,3.0,3.0,-79.976432641371,40.43034081186957
307693,325836,3367957,23003905.0,10,2023-01-08T06:17:00,"700 Block Lorenz AV Pittsburgh, PA 15220",Y,Elliott,6,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2020.0,2.0,5.0,-80.03902550547753,40.44506767495208
307715,325858,3367992,23003981.0,10,2023-01-08T11:28:00,"1400 Block N Murtland ST Pittsburgh, PA 15208",Y,Homewood North,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1301.0,9.0,2.0,-79.89952950187099,40.46256946929048
307728,325871,3368014,23003631.0,4,2023-01-06T23:45:00,"S Braddock AV & Guthrie ST Pittsburgh, PA 15221",Y,Regent Square,4,AGG ASSAULT/GUN/NO INJURY,2705 Recklessy Endangering Another Person. / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1410.0,9.0,3.0,-79.8970556464255,40.43831004338011
307743,325886,3368035,23003706.0,3,2023-01-07T20:53:00,"600 Block Liberty AV Pittsburgh, PA 15222",N,Middle Hill,2,ROBBERY/HIGHWAY/STRONGARM,3701 Robbery.,501.0,6.0,6.0,-80.00162376467925,40.44178095471391
307757,325900,3368077,23001478.0,3,2023-01-03T18:40:00,"1900 Block Brownsville RD Pittsburgh, PA 15210",Y,Carrick,3,ROBBERY/HIGHWAY/GUN,3701 Robbery. / 6106 Firearms not to be Carried without a License. / 6110.1 Possesion of Firearm by Minor / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2902.0,4.0,3.0,-79.98750880664866,40.39606039665675
307767,325910,3368096,23001514.0,10,2023-01-03T20:11:00,"300 Block S 9th ST Pittsburgh, PA 15203",Y,South Side Flats,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 2715 Threat to Use Weapons of Mass Destruction,1702.0,3.0,3.0,-79.98987780294631,40.43027392661536
307780,325923,3368113,23001596.0,10,2023-01-03T23:27:00,"1700 Block Bentley DR Pittsburgh, PA 15219",Y,Crawford-Roberts,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,305.0,,,,
307800,325943,3368151,23001895.0,10,2023-01-04T13:25:00,"1600 Block Brownsville RD Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,2701 Simple Assault.,2902.0,4.0,3.0,-79.98906696889382,40.39980456915868
307809,325952,3368168,23001942.0,26,2023-01-04T16:00:00,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT-OTHER,2709(a) Harassment.,201.0,6.0,6.0,-80.00185666391744,40.43809912247293
307811,325954,3368170,23001955.0,10,2023-01-04T15:06:00,"500 Block William Penn PL Pittsburgh, PA 15219",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,201.0,,,,
307827,325970,3368204,23004562.0,10,2023-01-09T13:17:00,"2100 Block Parkhill DR Pittsburgh, PA 15221",Y,East Hills,5,SIMPLE ASSAULT/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1306.0,9.0,2.0,-79.87406755546291,40.45320444634244
307837,325980,3368223,23004602.0,3,2023-01-09T14:56:00,"6100 Block Penn AV Pittsburgh, PA 15206",Y,East Liberty,5,ROBBERY/COMMERCIAL/GUN,3701 Robbery. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1115.0,9.0,2.0,-79.92378407323011,40.4607147673457
307846,325989,3368249,23004168.0,4,2023-01-08T09:30:00,"2500 Block Chauncey DR Pittsburgh, PA 15219",Y,Bedford Dwellings,2,AGG ASSAULT/KNIFE/NO INJURY,2701(a)(3) Simple Assault - Attempts by Physical Menace ,509.0,6.0,3.0,-79.97383970903245,40.45098330475343
307847,325990,3368264,23004644.0,24,2023-01-09T12:00:00,"7300 Block Fluery WY Pittsburgh, PA 15208",Y,Homewood South,5,HARRASSMENT BY COMUN/ADDRESS,2709(a)(4) Harassment Communicates Prohibited Acts / 2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1303.0,9.0,2.0,-79.89465674125172,40.45549821987424
307853,325996,3368279,23004664.0,10,2023-01-09T16:49:00,"1600 Block Davis AV Pittsburgh, PA 15212",N,Brighton Heights,1,SIMPLE ASSAULT/NO INJURY,2701 Simple Assault.,2701.0,1.0,1.0,-80.03958817019212,40.48044144138542
307861,326004,3368293,23004709.0,24,2023-01-09T17:38:00,"2700 Block Zephyr AV Pittsburgh, PA 15204",N,Sheraden,6,HARRASSMENT BY COMUN/ADDRESS,2709 Harassment (Non-Specific),2018.0,2.0,5.0,-80.04935915347423,40.45302925355247
307876,326019,3368309,23004769.0,24,2023-01-09T18:00:00,"200 Block S Mathilda ST Pittsburgh, PA 15224",N,Bloomfield,5,HARRASSMENT BY COMUN/ADDRESS,2709 Harassment (Non-Specific),809.0,7.0,2.0,-79.94679487982754,40.46503224268787
307877,326020,3368321,23003708.0,3,2023-01-07T20:57:00,"3300 Block Allendorf ST Pittsburgh, PA 15204",Y,Sheraden,6,ROBBERY/HIGHWAY/GUN,901 Criminal Attempt / 3701 Robbery.,2022.0,2.0,5.0,-80.06519016349277,40.45495661101707
307879,326022,3368326,23003713.0,4,2023-01-07T21:15:00,"1000 Block Arlington AV Pittsburgh, PA 15203",N,Allentown,3,AGG ASSAULT/GUN/NO INJURY,3304 Criminal Mischief.,1803.0,3.0,5.0,-79.98897054961961,40.42439824393966
307881,326024,3368331,23004798.0,10,2023-01-09T21:40:00,"600 Block Smithfield ST Pittsburgh, PA 15222",N,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats.,201.0,6.0,6.0,-79.99740883167522,40.44153322225253
307883,326026,3368333,23004816.0,10,2023-01-09T22:28:00,"700 Block Allegheny AV Pittsburgh, PA 15233",N,Chateau,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2108.0,1.0,1.0,-80.0183109568803,40.449714884245495
307886,326029,3368336,23004821.0,3,2023-01-09T22:45:00,"700 Block 2nd AV Pittsburgh, PA 15219",N,Bluff,2,ROBBERY/HIGHWAY/STRONGARM,2701 Simple Assault. / 3701 Robbery.,103.0,6.0,6.0,-79.99459104985328,40.4353346704734
307890,326033,3368342,23004827.0,26,2023-01-09T23:33:00,"3900 Block Chartiers AV Pittsburgh, PA 15204",Y,Windgap,6,HARRASSMENT-OTHER,2709(a)(3) Harassment No Legitimate Purpose,2807.0,,,,
307894,326037,3368349,23003732.0,4,2023-01-07T21:57:00,"6500 Block Deary ST Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,AGG ASSAULT/DRIVEBY/GUN/INJURY,2702 Aggravated Assault.,1203.0,9.0,2.0,-79.90598673788755,40.466911471373095
307900,326043,3368360,23003764.0,3,2023-01-08T00:13:00,"100 Block Washington PL Pittsburgh, PA 15219",N,Central Business District,2,ROBBERY/CARJACK/GUN,2705 Recklessy Endangering Another Person. / 2706 Terroristic Threats. / 3701 Robbery. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,201.0,,,-80.06151183139382,40.34406027989262
307902,326045,3368366,23003779.0,4,2023-01-08T00:22:00,"1000 Block Brushton AV Pittsburgh, PA 15221",N,Homewood North,5,AGG ASSAULT/GUN/NO INJURY,2701(a)(3) Simple Assault - Attempts by Physical Menace ,1301.0,9.0,2.0,-79.88772958487701,40.45654670048813
307907,326050,3368377,23005703.0,10,2023-01-11T18:41:00,"100 Block Wynoka ST Pittsburgh, PA 15210",Y,Carrick,3,TERRORISTIC THREATS,2706 Terroristic Threats.,2902.0,4.0,3.0,-79.98914161266443,40.405310705151216
307909,326052,3368384,23005761.0,10,2023-01-11T20:58:00,"7700 Block Tioga ST Pittsburgh, PA 15221",Y,Homewood South,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 2902 Unlawful Restraint.,1304.0,9.0,2.0,-79.89001786717209,40.45124096597234
307910,326053,3368400,23001575.0,10,2023-01-03T21:50:00,"100 Block E Amanda AV Pittsburgh, PA 15210",N,Knoxville,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"5503 Disorderly Conduct. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",3001.0,4.0,3.0,-79.98843660700099,40.40088387870872
307912,326055,3368404,23004848.0,4,2023-01-10T00:40:00,"2500 Block Chauncey DR Pittsburgh, PA 15219",Y,Bedford Dwellings,2,AGG ASSAULT/OTHER/INJURY,2702 Aggravated Assault. / 3304 Criminal Mischief.,509.0,6.0,3.0,-79.97383970903245,40.45098330475343
307914,326057,3368409,23004878.0,10,2023-01-10T02:30:00,"1800 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,2709.A1 HARASSMENT SUBJECT OTHER TO PHYSICAL CONTACT,1702.0,3.0,3.0,-79.98026910875417,40.4284868409739
307929,326072,3368429,23004968.0,26,2023-01-10T11:05:00,"2100 Block Walton AV Pittsburgh, PA 15210",N,Overbrook,3,HARRASSMENT-OTHER,2709 Harassment (Non-Specific),3204.0,4.0,5.0,-79.99427291666898,40.39115346577604
307934,326077,3368437,23004991.0,26,2023-01-08T11:35:00,"10 Block Camfield ST Pittsburgh, PA 15210",N,Bon Air,3,THEFT BY EXTORTION,4106 Access Device Fraud,1806.0,4.0,5.0,-79.99737068177716,40.410894479375486
307940,326083,3368445,23005012.0,24,2023-01-10T11:49:00,"500 Block Rosedale ST Pittsburgh, PA 15221",N,Homewood South,5,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,1304.0,9.0,2.0,-79.88726104210465,40.44927110846696
307949,326092,3368465,23005046.0,10,2023-01-10T12:48:00,"500 Block Liberty AV Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,201.0,6.0,6.0,-80.00363302297093,40.44129186010931
307958,326101,3368495,23005088.0,10,2023-01-10T14:00:00,"700 Block Bigham ST Pittsburgh, PA 15210",Y,Overbrook,3,TERRORISTIC THREATS,2706 Terroristic Threats.,3204.0,3.0,3.0,-79.99193933367279,40.42916409531683
307959,326102,3368501,23005090.0,10,2023-01-10T14:15:00,"200 Block S Negley AV Pittsburgh, PA 15206",Y,East Liberty,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1115.0,,,,
307966,326109,3368521,23005107.0,4,2023-01-09T23:37:00,"2500 Block Chauncey DR Pittsburgh, PA 15219",N,Bedford Dwellings,2,AGG ASSAULT/KNIFE/INJURY,2702 Aggravated Assault.,509.0,6.0,3.0,-79.97383970903245,40.45098330475343
307981,326124,3368562,23005308.0,4,2023-01-11T00:05:00,"2000 Block Broadway AV Pittsburgh, PA 15216",N,Beechview,6,AGG ASSAULT/GUN/INJURY,2702 Aggravated Assault.,1920.0,2.0,5.0,-80.02887106649227,40.40641404240383
307982,326125,3368586,23005310.0,10,2023-01-11T00:13:00,"1300 Block Centre AV Pittsburgh, PA 15219",Y,Crawford-Roberts,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 5503 Disorderly Conduct. / 5505 Public Drunkenness,305.0,6.0,6.0,-79.98849343628405,40.43994758823719
307990,326133,3368615,23005349.0,10,2023-01-11T03:28:00,"Penn AV & N Mathilda ST Pittsburgh, PA 15224",Y,Central Lawrenceville,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 9501 Bench Warrant,902.0,7.0,2.0,-79.94644995155329,40.46547442488925
307996,326139,3368629,23005394.0,10,2023-01-11T07:40:00,"6400 Block AVRR ST Pittsburgh, PA 15201",N,Lincoln-Lemington-Belmar,5,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,1201.0,,,,
308003,326146,3368645,23005446.0,10,2023-01-11T09:46:00,"900 Block Penn AV Pittsburgh, PA 15222",N,Central Business District,2,BOMB THREAT,2706 Terroristic Threats.,201.0,6.0,6.0,-79.9980468769971,40.44361867005384
308009,326152,3368662,23005486.0,26,2023-01-11T11:57:00,"1800 Block Whited ST Pittsburgh, PA 15210",Y,Brookline,6,HARRASSMENT-OTHER,2709(a)(4) Harassment Communicates Prohibited Acts,3206.0,4.0,5.0,-79.99910180997593,40.39581432562691
308011,326154,3368666,23005493.0,4,2023-01-11T12:00:00,"500 Block Market ST Pittsburgh, PA 15222",Y,Central Business District,2,AGG ASSAULT/STRONGARM/INJURY,2702 Aggravated Assault.,201.0,6.0,6.0,-80.0020864900599,40.44141180126095
308019,326162,3368727,23005679.0,26,2023-01-11T17:30:00,"4700 Block Cypress ST Pittsburgh, PA 15224",N,Bloomfield,5,HARRASSMENT-OTHER,2709(a)(3) Harassment No Legitimate Purpose,802.0,7.0,2.0,-79.9490282942057,40.45986435415019
308022,326165,3368742,23005707.0,10,2023-01-11T15:00:00,"900 Block Madison AV Pittsburgh, PA 15212",Y,East Allegheny,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2304.0,1.0,1.0,-79.99723292846761,40.45587869660566
308024,326167,3368745,23005714.0,4,2023-01-11T19:04:00,"Market SQ Pittsburgh, PA 15222",Y,Central Business District,2,AGG ASSAULT/STRONGARM/INJURY,2701 Simple Assault. / 2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 9501 Bench Warrant / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,201.0,6.0,6.0,-80.00285492655719,40.44093866373643
308027,326170,3368757,23005732.0,26,2023-01-11T19:38:00,"1300 Block Liverpool ST Pittsburgh, PA 15233",N,Manchester,1,HARRASSMENT-OTHER,2709 Harassment (Non-Specific),2107.0,6.0,1.0,-80.02521939180822,40.4554124470701
308032,326175,3368764,23005765.0,24,2023-01-11T21:15:00,"2200 Block Roswell DR Pittsburgh, PA 15205",N,Fairywood,6,HARRASSMENT BY COMUN/ADDRESS,2709 Harassment (Non-Specific),2808.0,2.0,5.0,-80.08121368895061,40.44356368343985
308033,326176,3368766,23005766.0,10,2023-01-11T21:21:00,"2900 Block Zephyr AV Pittsburgh, PA 15204",Y,Sheraden,6,SIMPLE ASSAULT/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2018.0,2.0,5.0,-80.05200143306867,40.45478467078818
308037,326180,3368777,23005788.0,17,2023-01-07T23:00:00,Zone 2,Y,,2,INDECENT ASSAULT,3126 Indecent Assault.,,,,,
308040,326183,3368787,23005791.0,26,2023-01-11T22:00:00,"2400 Block Woodward AV Pittsburgh, PA 15226",Y,Brookline,6,HARRASSMENT-OTHER,2709(a) Harassment.,1919.0,4.0,5.0,-80.02234223345611,40.40004306096671
308045,326188,3368794,23005826.0,26,2023-01-11T23:56:00,"3200 Block Niagara ST Pittsburgh, PA 15213",N,South Oakland,4,THEFT BY EXTORTION,3923 Theft by Extortion.,409.0,3.0,3.0,-79.96043121475147,40.43392670786993
308046,326189,3368795,23005528.0,10,2023-01-11T13:21:00,"1st AV & Municipal Courts DR Pittsburgh, PA 15219",Y,Bluff,2,SIMPLE ASSAULT/NO INJURY,9501 Bench Warrant / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,103.0,6.0,6.0,-79.99509237333008,40.43518655048751
308053,326196,3368819,23005560.0,24,2023-01-11T12:00:00,"3900 Block 5th AV Pittsburgh, PA 15213",N,North Oakland,4,HARRASSMENT BY COMUN/ADDRESS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",403.0,,,,
308060,326203,3368830,23005594.0,26,2023-01-11T15:55:00,"800 Block Memory LANE Pittsburgh, PA 15219",N,Bedford Dwellings,2,ATTEMPTED KIDNAPPING,901 Criminal Attempt / 2901 Kidnapping.,509.0,,,,
308077,326220,3368871,23006071.0,10,2023-01-12T12:00:00,"2300 Block E.Carson ST Pittsburgh, PA 15203",Y,Central Business District,3,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,201.0,3.0,3.0,-79.9729281846314,40.428104122450506
308079,326222,3368873,23006081.0,10,2023-01-11T19:30:00,"7200 Block Everton ST Pittsburgh, PA 15208",N,Homewood North,5,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,1302.0,9.0,2.0,-79.89262129165043,40.46298873503806
308080,326223,3368874,23006773.0,26,2023-01-13T17:08:00,"1000 Block 5th AV Pittsburgh, PA 15219",N,Bluff,2,THEFT BY EXTORTION,3923 Theft by Extortion. / 9126 Prostitution Investigation,103.0,6.0,3.0,-79.99083966448477,40.43857277983079
308094,326237,3368894,23005209.0,24,2023-01-10T18:58:00,"5500 Block Ellsworth AV Pittsburgh, PA 15232",Y,Shadyside,4,HARRASSMENT BY COMUN/ADDRESS,2709(a)(4) Harassment Communicates Prohibited Acts,703.0,8.0,2.0,-79.93486729017695,40.45363835018997
308118,326261,3368930,23006871.0,10,2023-01-13T20:12:00,"Sterling ST & Fort Hill ST Pittsburgh, PA 15210",N,South Side Slopes,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1608.0,3.0,3.0,-79.9744855732485,40.41751378622224
308124,326267,3368937,23006898.0,10,2023-01-13T21:12:00,"1000 Block Brushton AV Pittsburgh, PA 15221",Y,Homewood North,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1301.0,9.0,2.0,-79.88772958487701,40.45654670048813
308131,326274,3368949,23005217.0,10,2023-01-10T18:16:00,"600 Block Smithfield ST Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT/NO INJURY,2701 Simple Assault.,201.0,6.0,6.0,-79.99740883167522,40.44153322225253
308132,326275,3368951,23006946.0,10,2023-01-13T23:29:00,"1100 Block Fredonia ST Pittsburgh, PA 15220",Y,Crafton Heights,6,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2814.0,2.0,5.0,-80.04215380673693,40.444669986451785
308133,326276,3368954,23005219.0,10,2023-01-10T19:13:00,"400 Block Ridgewood ST Pittsburgh, PA 15214",N,Perry South,1,HARRASSMENT/THREAT/ATTEMPT/PHY,2706 Terroristic Threats. / 2709(a) Harassment.,2614.0,,,,
308134,326277,3368955,23005227.0,10,2023-01-07T20:55:00,"3300 Block Liberty AV Pittsburgh, PA 15201",N,Lower Lawrenceville,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",603.0,7.0,6.0,-79.96766223312268,40.46128734201873
308141,326284,3368963,23005231.0,10,2023-01-10T19:56:00,"3000 Block Arlington AV Pittsburgh, PA 15210",N,Arlington Heights,3,HARRASSMENT/THREAT/ATTEMPT/PHY,2706 Terroristic Threats. / 2709(a) Harassment.,1604.0,,,,
308151,326294,3368979,23005283.0,3,2023-01-10T22:15:00,"1900 Block Brownsville RD Pittsburgh, PA 15210",N,Carrick,3,ROBBERY/HIGHWAY/STRONGARM,"3701 Robbery. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2901.0,4.0,3.0,-79.98750880664866,40.39606039665675
308152,326295,3368982,23005285.0,10,2023-01-10T21:55:00,"400 Block Mc Masters WY Pittsburgh, PA 15222",Y,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats.,201.0,,,,
308159,326302,3368989,23006219.0,10,2023-01-12T16:56:00,"2000 Block Brownsville RD Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT/NO INJURY,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2902.0,4.0,3.0,-79.98686773084695,40.39496594765814
308160,326303,3368990,23006220.0,26,2023-01-12T17:00:00,"2800 Block Wylie AV Pittsburgh, PA 15219",Y,Middle Hill,2,HARRASSMENT-OTHER,2709(a) Harassment.,501.0,6.0,3.0,-79.96750051793735,40.44987241018576
308166,326309,3368998,23006267.0,26,2023-01-12T19:00:00,"3300 Block Portola AV Pittsburgh, PA 15214",N,Perry North,1,HARRASSMENT-OTHER,2709(a) Harassment.,2607.0,1.0,1.0,-80.01113842724601,40.480710532006
308167,326310,3368999,23006269.0,3,2023-01-12T16:40:00,"S 21st ST & Carey WY Pittsburgh, PA 15203",N,South Side Flats,3,ROBBERY/HIGHWAY/STRONGARM,2701 Simple Assault. / 3701 Robbery. / 3921 Theft by Unlawful Taking or Disposition.,1609.0,3.0,3.0,-79.9763176818718,40.42804600037776
